"point1x","point1y","point2x","point2y","Classification"
164.37057,1349.4392,184.37057,1369.4392,4
108.93363,1280.48046,128.93363,1300.48046,4
60.9618,1334.22517,80.9618,1354.22517,4
400.3932,1008.32638,420.3932,1028.32638,4
294.21484,1278.28577,314.21484,1298.28577,4
431.3806,1220.86413,451.3806,1240.86413,4
335.63561,1115.48984,355.63561,1135.48984,4
357.05332,1342.67572,377.05332,1362.67572,4
436.27881,1007.12164,456.27881,1027.12164,4
323.25482,1373.77333,343.25482,1393.77333,4
389.15516,1148.39889,409.15516,1168.39889,4
411.10234,1472.09566,431.10234,1492.09566,4
37.33292,1069.67558,57.33292,1089.67558,4
372.63273,1081.16831,392.63273,1101.16831,4
377.33672,1296.48921,397.33672,1316.48921,4
421.42175,1432.33825,441.42175,1452.33825,4
361.14275,1289.23143,381.14275,1309.23143,4
227.29092,1074.33077,247.29092,1094.33077,4
339.82513,1278.26883,359.82513,1298.26883,4
80.30129,1311.43453,100.30129,1331.43453,4
449.193,1003.73965,469.193,1023.73965,4
215.90643,1052.3182,235.90643,1072.3182,4
389.05747,1097.99869,409.05747,1117.99869,4
173.12386,1384.13612,193.12386,1404.13612,4
448.41978,990.20942,468.41978,1010.20942,4
286.12588,1442.25208,306.12588,1462.25208,4
408.30381,1216.73344,428.30381,1236.73344,4
306.37306,1257.00866,326.37306,1277.00866,4
200.44106,1006.42144,220.44106,1026.42144,4
8.57777,1046.78224,28.57777,1066.78224,4
142.74094,1231.45431,162.74094,1251.45431,4
486.42601,1197.12501,506.42601,1217.12501,4
157.30828,1221.52519,177.30828,1241.52519,4
75.43213,1143.48606,95.43213,1163.48606,4
288.54235,1290.23923,308.54235,1310.23923,4
116.68836,1000.29498,136.68836,1020.29498,4
86.78535,1215.44415,106.78535,1235.44415,4
361.95124,1201.22119,381.95124,1221.22119,4
408.79579,1221.495,428.79579,1241.495,4
242.81142,1027.6252,262.81142,1047.6252,4
350.0064,1030.00698,370.0064,1050.00698,4
382.6021,1136.38011,402.6021,1156.38011,4
447.91857,1392.7853,467.91857,1412.7853,4
335.79084,1346.42416,355.79084,1366.42416,4
210.71577,1338.06228,230.71577,1358.06228,4
225.22804,1365.88342,245.22804,1385.88342,4
221.25097,1294.55856,241.25097,1314.55856,4
453.37807,1486.72538,473.37807,1506.72538,4
252.11298,1112.28908,272.11298,1132.28908,4
94.86803,1095.64363,114.86803,1115.64363,4
309.42573,1392.67273,329.42573,1412.67273,4
145.73585,1124.4959,165.73585,1144.4959,4
212.46717,1429.99652,232.46717,1449.99652,4
137.76294,1326.6702,157.76294,1346.6702,4
1.38284,1445.39,21.38284,1465.39,4
179.25934,1309.65823,199.25934,1329.65823,4
335.74424,1340.73149,355.74424,1360.73149,4
419.0575,1091.54242,439.0575,1111.54242,4
150.40849,1391.80951,170.40849,1411.80951,4
328.95186,1476.74222,348.95186,1496.74222,4
193.24812,1135.87524,213.24812,1155.87524,4
391.93952,1129.77184,411.93952,1149.77184,4
442.82283,1380.82843,462.82283,1400.82843,4
89.94167,1120.67888,109.94167,1140.67888,4
405.04703,1055.25912,425.04703,1075.25912,4
433.65563,1041.67491,453.65563,1061.67491,4
395.5866,1258.80425,415.5866,1278.80425,4
246.82519,1326.04095,266.82519,1346.04095,4
156.35496,1201.08628,176.35496,1221.08628,4
218.16595,1122.44207,238.16595,1142.44207,4
394.03747,1346.35557,414.03747,1366.35557,4
378.05323,1006.32216,398.05323,1026.32216,4
4.45736,1220.83038,24.45736,1240.83038,4
278.48046,991.45693,298.48046,1011.45693,4
389.53023,1270.1509,409.53023,1290.1509,4
314.13528,1413.79587,334.13528,1433.79587,4
457.51191,1149.80164,477.51191,1169.80164,4
394.45439,1212.41229,414.45439,1232.41229,4
437.54008,1311.77298,457.54008,1331.77298,4
239.84655,1216.34385,259.84655,1236.34385,4
63.67622,999.56577,83.67622,1019.56577,4
229.57876,1093.47649,249.57876,1113.47649,4
119.67317,1202.09452,139.67317,1222.09452,4
339.55922,993.9636,359.55922,1013.9636,4
31.94989,1356.00378,51.94989,1376.00378,4
349.00112,1276.53246,369.00112,1296.53246,4
2.78682,1045.02503,22.78682,1065.02503,4
17.94695,1371.37407,37.94695,1391.37407,4
269.77284,1191.06662,289.77284,1211.06662,4
73.87495,1032.68962,93.87495,1052.68962,4
482.67065,1237.58282,502.67065,1257.58282,4
