"point1x","point1y","point2x","point2y","Classification"
219.09067,473.54801,239.09067,493.54801,12
480.01721,84.79039,500.01721,104.79039,12
0.89286,44.18891,20.89286,64.18891,12
359.69758,262.04523,379.69758,282.04523,12
454.7712,373.94499,474.7712,393.94499,12
393.32994,157.69635,413.32994,177.69635,12
369.8624,334.42486,389.8624,354.42486,12
251.52589,212.48558,271.52589,232.48558,12
184.26748,141.01067,204.26748,161.01067,12
13.4365,75.43845,33.4365,95.43845,12
364.42485,453.28057,384.42485,473.28057,12
315.69698,357.97275,335.69698,377.97275,12
475.07166,303.71551,495.07166,323.71551,12
159.67704,131.27439,179.67704,151.27439,12
115.58326,31.0924,135.58326,51.0924,12
469.53712,177.25164,489.53712,197.25164,12
420.05289,103.72463,440.05289,123.72463,12
282.62421,8.60804,302.62421,28.60804,12
129.03616,202.94706,149.03616,222.94706,12
135.41737,143.84426,155.41737,163.84426,12
133.102,160.3314,153.102,180.3314,12
378.5028,175.49778,398.5028,195.49778,12
337.57172,155.93062,357.57172,175.93062,12
243.24663,363.0773,263.24663,383.0773,12
139.66276,425.30643,159.66276,445.30643,12
232.62801,64.18753,252.62801,84.18753,12
443.82143,113.21587,463.82143,133.21587,12
291.19129,225.67948,311.19129,245.67948,12
436.87672,324.34529,456.87672,344.34529,12
426.47274,41.73466,446.47274,61.73466,12
408.3085,380.16546,428.3085,400.16546,12
331.0072,175.1191,351.0072,195.1191,12
158.17993,215.53484,178.17993,235.53484,12
284.15123,355.6822,304.15123,375.6822,12
404.23503,128.30275,424.23503,148.30275,12
402.01466,154.19004,422.01466,174.19004,12
119.30261,329.46455,139.30261,349.46455,12
36.34295,258.86212,56.34295,278.86212,12
439.7747,111.9913,459.7747,131.9913,12
201.46969,350.37043,221.46969,370.37043,12
481.95571,386.0025,501.95571,406.0025,12
45.86461,147.81494,65.86461,167.81494,12
356.09068,271.12506,376.09068,291.12506,12
165.15791,209.61446,185.15791,229.61446,12
40.17509,277.7,60.17509,297.7,12
107.88901,416.80357,127.88901,436.80357,12
283.67025,468.74211,303.67025,488.74211,12
60.53582,335.21291,80.53582,355.21291,12
397.01255,284.19179,417.01255,304.19179,12
221.33186,171.62193,241.33186,191.62193,12
436.84297,481.73726,456.84297,501.73726,12
465.66944,57.64469,485.66944,77.64469,12
393.71929,473.1648,413.71929,493.1648,12
161.99556,243.35594,181.99556,263.35594,12
383.11013,181.84084,403.11013,201.84084,12
181.99569,422.30778,201.99569,442.30778,12
283.34339,29.62025,303.34339,49.62025,12
244.11208,127.08338,264.11208,147.08338,12
167.63026,346.24064,187.63026,366.24064,12
143.44676,391.92866,163.44676,411.92866,12
79.32362,155.87656,99.32362,175.87656,12
426.56724,215.83677,446.56724,235.83677,12
231.51407,158.38468,251.51407,178.38468,12
445.1761,459.27781,465.1761,479.27781,12
455.09167,137.83601,475.09167,157.83601,12
353.49672,206.48289,373.49672,226.48289,12
310.80423,352.97042,330.80423,372.97042,12
235.78898,193.82013,255.78898,213.82013,12
308.71184,99.39236,328.71184,119.39236,12
82.17693,336.39079,102.17693,356.39079,12
470.96489,140.85539,490.96489,160.85539,12
20.90661,222.76444,40.90661,242.76444,12
423.76853,461.93681,443.76853,481.93681,12
