"point1x","point1y","point2x","point2y","Classification"
785.82705,1013.21467,805.82705,1033.21467,5
553.9938,1217.2749,573.9938,1237.2749,5
810.40738,1283.62791,830.40738,1303.62791,5
609.2782,1399.11333,629.2782,1419.11333,5
694.21583,1472.08271,714.21583,1492.08271,5
961.49704,1196.9631,981.49704,1216.9631,5
962.50182,1099.34295,982.50182,1119.34295,5
737.06113,1152.66615,757.06113,1172.66615,5
532.76159,1473.20791,552.76159,1493.20791,5
975.90276,1325.61668,995.90276,1345.61668,5
571.8231,1122.4785,591.8231,1142.4785,5
600.20108,1433.44054,620.20108,1453.44054,5
685.57242,1093.86307,705.57242,1113.86307,5
550.49737,1135.76528,570.49737,1155.76528,5
601.13811,1400.38629,621.13811,1420.38629,5
764.66623,1295.27061,784.66623,1315.27061,5
763.39552,1076.13089,783.39552,1096.13089,5
764.00301,1034.33921,784.00301,1054.33921,5
584.726,1106.35228,604.726,1126.35228,5
910.26914,1239.45965,930.26914,1259.45965,5
530.64178,1045.72255,550.64178,1065.72255,5
542.24405,1171.50281,562.24405,1191.50281,5
603.43394,1186.31553,623.43394,1206.31553,5
506.27153,996.37215,526.27153,1016.37215,5
727.70388,1466.92454,747.70388,1486.92454,5
570.99794,1194.14949,590.99794,1214.14949,5
910.23557,1378.59218,930.23557,1398.59218,5
913.12399,1090.54849,933.12399,1110.54849,5
540.95409,1288.29515,560.95409,1308.29515,5
500.83132,1161.79471,520.83132,1181.79471,5
565.00279,1330.6265,585.00279,1350.6265,5
699.3696,1352.96202,719.3696,1372.96202,5
964.6071,1052.96897,984.6071,1072.96897,5
782.39982,1293.19826,802.39982,1313.19826,5
663.25858,1316.27348,683.25858,1336.27348,5
515.40551,1187.74399,535.40551,1207.74399,5
930.36352,1199.21167,950.36352,1219.21167,5
787.69463,1231.21981,807.69463,1251.21981,5
879.44413,1382.59543,899.44413,1402.59543,5
637.01315,1393.85353,657.01315,1413.85353,5
778.96669,1338.45251,798.96669,1358.45251,5
852.51008,1278.42335,872.51008,1298.42335,5
922.71578,1478.69615,942.71578,1498.69615,5
496.36973,1331.63956,516.36973,1351.63956,5
951.32026,1233.6872,971.32026,1253.6872,5
687.8243,1099.6113,707.8243,1119.6113,5
588.5254,1150.66141,608.5254,1170.66141,5
808.32421,1231.8958,828.32421,1251.8958,5
970.19937,1150.58442,990.19937,1170.58442,5
811.84181,1033.73324,831.84181,1053.73324,5
656.67915,1388.32022,676.67915,1408.32022,5
755.94848,1312.15501,775.94848,1332.15501,5
816.3974,1375.14534,836.3974,1395.14534,5
816.44759,1118.20435,836.44759,1138.20435,5
749.76479,1038.17837,769.76479,1058.17837,5
628.76503,1400.19619,648.76503,1420.19619,5
799.41113,1297.68547,819.41113,1317.68547,5
588.78036,1220.94859,608.78036,1240.94859,5
591.60467,1478.96436,611.60467,1498.96436,5
934.29724,1124.33152,954.29724,1144.33152,5
702.62957,1044.55748,722.62957,1064.55748,5
810.85215,1449.17034,830.85215,1469.17034,5
590.37872,1242.59296,610.37872,1262.59296,5
847.92624,1355.88016,867.92624,1375.88016,5
785.97657,1052.51195,805.97657,1072.51195,5
748.4719,1286.88143,768.4719,1306.88143,5
619.18461,1163.54417,639.18461,1183.54417,5
696.16186,1329.46395,716.16186,1349.46395,5
579.16368,1306.62956,599.16368,1326.62956,5
972.00655,1212.65717,992.00655,1232.65717,5
834.49421,1159.75735,854.49421,1179.75735,5
943.0853,1308.32869,963.0853,1328.32869,5
810.97647,1357.86482,830.97647,1377.86482,5
947.38493,1337.45175,967.38493,1357.45175,5
566.66225,1290.55548,586.66225,1310.55548,5
856.72746,1130.21873,876.72746,1150.21873,5
854.1593,1416.92751,874.1593,1436.92751,5
899.6006,1224.97133,919.6006,1244.97133,5
522.33499,1103.26187,542.33499,1123.26187,5
624.46202,1434.0697,644.46202,1454.0697,5
753.02616,1435.15498,773.02616,1455.15498,5
902.95822,1032.73145,922.95822,1052.73145,5
768.66704,1159.97612,788.66704,1179.97612,5
691.83368,1045.41987,711.83368,1065.41987,5
654.20326,1398.02039,674.20326,1418.02039,5
814.91346,1445.11146,834.91346,1465.11146,5
907.535,1381.13753,927.535,1401.13753,5
572.93633,1124.39472,592.93633,1144.39472,5
788.43873,1453.25933,808.43873,1473.25933,5
497.68735,1085.54892,517.68735,1105.54892,5
891.00669,1470.91661,911.00669,1490.91661,5
598.78541,1311.04609,618.78541,1331.04609,5
939.40485,1373.82764,959.40485,1393.82764,5
903.59033,1207.68748,923.59033,1227.68748,5
493.54579,1465.506,513.54579,1485.506,5
624.50635,1302.20562,644.50635,1322.20562,5
913.58383,1317.79607,933.58383,1337.79607,5
491.93708,1363.82751,511.93708,1383.82751,5
573.97307,1024.73879,593.97307,1044.73879,5
867.68315,1338.12455,887.68315,1358.12455,5
572.59988,1243.99137,592.59988,1263.99137,5
757.05257,1183.13191,777.05257,1203.13191,5
615.83114,1258.4507,635.83114,1278.4507,5
782.54301,1107.23666,802.54301,1127.23666,5
734.63682,1268.99528,754.63682,1288.99528,5
720.57278,1109.84244,740.57278,1129.84244,5
684.60006,1444.88441,704.60006,1464.88441,5
989.51253,1343.54601,1009.51253,1363.54601,5
843.14745,1003.32316,863.14745,1023.32316,5
795.95686,1013.62796,815.95686,1033.62796,5
542.02274,1259.63629,562.02274,1279.63629,5
989.62495,999.46427,1009.62495,1019.46427,5
567.08213,1207.15446,587.08213,1227.15446,5
645.78956,1250.76435,665.78956,1270.76435,5
933.25745,1208.20734,953.25745,1228.20734,5
560.09582,1045.27179,580.09582,1065.27179,5
903.36952,1255.89384,923.36952,1275.89384,5
986.79445,1156.75584,1006.79445,1176.75584,5
841.33826,1010.14306,861.33826,1030.14306,5
839.04129,1253.713,859.04129,1273.713,5
665.47261,1190.39348,685.47261,1210.39348,5
854.17526,1171.74869,874.17526,1191.74869,5
570.0705,1433.74757,590.0705,1453.74757,5
870.31647,1388.56082,890.31647,1408.56082,5
554.5202,1120.94795,574.5202,1140.94795,5
981.68191,1439.37246,1001.68191,1459.37246,5
570.53407,1298.21575,590.53407,1318.21575,5
857.62926,1142.01741,877.62926,1162.01741,5
580.66956,1115.42712,600.66956,1135.42712,5
597.39917,1313.36536,617.39917,1333.36536,5
871.43155,1165.18717,891.43155,1185.18717,5
799.51827,1099.57695,819.51827,1119.57695,5
534.67754,1088.91568,554.67754,1108.91568,5
905.24482,1366.32842,925.24482,1386.32842,5
773.33129,1233.72759,793.33129,1253.72759,5
726.52806,1094.73149,746.52806,1114.73149,5
881.55416,1341.29712,901.55416,1361.29712,5
531.65643,1437.98672,551.65643,1457.98672,5
769.05194,1006.55325,789.05194,1026.55325,5
622.43469,1185.63143,642.43469,1205.63143,5
636.03401,1447.17394,656.03401,1467.17394,5
708.95755,1147.80068,728.95755,1167.80068,5
527.78126,1487.21725,547.78126,1507.21725,5
665.72003,1350.62101,685.72003,1370.62101,5
884.66224,1384.80676,904.66224,1404.80676,5
605.57407,1102.46258,625.57407,1122.46258,5
760.78631,1472.11883,780.78631,1492.11883,5
627.59378,1051.6714,647.59378,1071.6714,5
639.97522,1169.52056,659.97522,1189.52056,5
576.63881,1289.55656,596.63881,1309.55656,5
624.92655,1423.73175,644.92655,1443.73175,5
750.77445,1178.75707,770.77445,1198.75707,5
515.37555,1263.92491,535.37555,1283.92491,5
600.64343,1304.04515,620.64343,1324.04515,5
947.37546,1472.16043,967.37546,1492.16043,5
737.94269,1076.78865,757.94269,1096.78865,5
811.57602,1314.18172,831.57602,1334.18172,5
822.14616,1282.8403,842.14616,1302.8403,5
945.12358,1124.58863,965.12358,1144.58863,5
561.67466,1367.72335,581.67466,1387.72335,5
634.23143,1325.21201,654.23143,1345.21201,5
496.51185,1332.46111,516.51185,1352.46111,5
829.93728,1244.99572,849.93728,1264.99572,5
963.86493,1390.59738,983.86493,1410.59738,5
667.98499,1132.51384,687.98499,1152.51384,5
942.127,1299.97249,962.127,1319.97249,5
674.80849,1358.42757,694.80849,1378.42757,5
503.49064,1170.89411,523.49064,1190.89411,5
512.31532,1468.19923,532.31532,1488.19923,5
814.71275,1349.28075,834.71275,1369.28075,5
830.90181,1217.28129,850.90181,1237.28129,5
598.88812,1354.52112,618.88812,1374.52112,5
605.58279,1310.8539,625.58279,1330.8539,5
879.59594,1251.96154,899.59594,1271.96154,5
602.3679,1398.92653,622.3679,1418.92653,5
637.24414,1193.14205,657.24414,1213.14205,5
575.59166,1391.56944,595.59166,1411.56944,5
562.18252,1179.8016,582.18252,1199.8016,5
732.0792,1128.29154,752.0792,1148.29154,5
495.2091,1446.93093,515.2091,1466.93093,5
751.86611,1464.67483,771.86611,1484.67483,5
857.72517,1292.03197,877.72517,1312.03197,5
780.38166,1222.39574,800.38166,1242.39574,5
728.60372,1420.7788,748.60372,1440.7788,5
606.25348,1308.92527,626.25348,1328.92527,5
509.55069,1481.99656,529.55069,1501.99656,5
804.13174,1211.81174,824.13174,1231.81174,5
522.81257,1474.08452,542.81257,1494.08452,5
639.02977,1006.2635,659.02977,1026.2635,5
686.07785,1444.68502,706.07785,1464.68502,5
677.31606,1368.71404,697.31606,1388.71404,5
699.67233,1025.59059,719.67233,1045.59059,5
759.72814,1439.17465,779.72814,1459.17465,5
569.8825,1296.78799,589.8825,1316.78799,5
975.89685,1028.79095,995.89685,1048.79095,5
716.32334,1275.60186,736.32334,1295.60186,5
688.90693,1197.84056,708.90693,1217.84056,5
636.06855,1186.05242,656.06855,1206.05242,5
817.13925,998.72865,837.13925,1018.72865,5
857.66113,1107.38928,877.66113,1127.38928,5
947.57206,1306.10329,967.57206,1326.10329,5
803.28254,1387.40652,823.28254,1407.40652,5
666.14384,1078.6839,686.14384,1098.6839,5
946.38718,1234.03871,966.38718,1254.03871,5
881.82351,1104.6236,901.82351,1124.6236,5
894.96056,1469.92974,914.96056,1489.92974,5
684.42544,1125.88576,704.42544,1145.88576,5
510.95142,1214.20904,530.95142,1234.20904,5
887.22308,1116.94709,907.22308,1136.94709,5
654.86383,1206.12566,674.86383,1226.12566,5
980.64354,1130.18134,1000.64354,1150.18134,5
500.2434,1188.90722,520.2434,1208.90722,5
869.7057,1377.99734,889.7057,1397.99734,5
726.57692,1024.07211,746.57692,1044.07211,5
553.47322,1006.11894,573.47322,1026.11894,5
895.99478,1104.42398,915.99478,1124.42398,5
909.17266,1181.26359,929.17266,1201.26359,5
697.15438,1254.30826,717.15438,1274.30826,5
796.31278,1259.92533,816.31278,1279.92533,5
882.85656,1335.4462,902.85656,1355.4462,5
490.63848,1173.95519,510.63848,1193.95519,5
757.12553,1004.38703,777.12553,1024.38703,5
604.91998,1292.96557,624.91998,1312.96557,5
516.00215,1350.26036,536.00215,1370.26036,5
724.31121,1235.5447,744.31121,1255.5447,5
734.0027,1403.01118,754.0027,1423.01118,5
508.0997,1386.3488,528.0997,1406.3488,5
781.20145,1381.58009,801.20145,1401.58009,5
844.8966,1111.45149,864.8966,1131.45149,5
580.31876,1141.91748,600.31876,1161.91748,5
662.49864,1065.94259,682.49864,1085.94259,5
824.04122,1299.68668,844.04122,1319.68668,5
742.15477,1378.17277,762.15477,1398.17277,5
524.53868,992.62588,544.53868,1012.62588,5
951.5326,1415.04856,971.5326,1435.04856,5
714.35277,1069.60481,734.35277,1089.60481,5
541.87835,1226.10514,561.87835,1246.10514,5
873.34665,1422.01508,893.34665,1442.01508,5
903.57095,1452.93611,923.57095,1472.93611,5
744.17991,1177.85281,764.17991,1197.85281,5
521.10908,1147.85719,541.10908,1167.85719,5
829.97624,1046.45416,849.97624,1066.45416,5
930.08232,1210.49313,950.08232,1230.49313,5
510.43272,1191.92589,530.43272,1211.92589,5
500.72656,1277.73057,520.72656,1297.73057,5
909.85912,1062.67936,929.85912,1082.67936,5
770.07091,1432.20442,790.07091,1452.20442,5
768.31076,1103.35947,788.31076,1123.35947,5
976.61602,1413.97606,996.61602,1433.97606,5
572.03149,1178.29875,592.03149,1198.29875,5
913.4266,1151.6931,933.4266,1171.6931,5
567.99375,1100.30935,587.99375,1120.30935,5
657.7888,1216.03026,677.7888,1236.03026,5
717.11571,1279.28954,737.11571,1299.28954,5
494.5481,1404.99456,514.5481,1424.99456,5
727.2261,1023.94437,747.2261,1043.94437,5
773.37959,1212.90979,793.37959,1232.90979,5
