"point1x","point1y","point2x","point2y","Classification"
1754.9008,1719.31183,1774.9008,1739.31183,3
1655.53516,1622.97954,1675.53516,1642.97954,3
1876.41334,1810.75552,1896.41334,1830.75552,3
1518.84146,1649.78752,1538.84146,1669.78752,3
1816.88709,1826.07058,1836.88709,1846.07058,3
1493.28638,1495.58914,1513.28638,1515.58914,3
1504.1213,1689.4523,1524.1213,1709.4523,3
1672.00748,1682.60309,1692.00748,1702.60309,3
1705.23846,1546.01112,1725.23846,1566.01112,3
1648.34824,1862.85765,1668.34824,1882.85765,3
1926.41303,1552.01333,1946.41303,1572.01333,3
1717.76863,1822.88685,1737.76863,1842.88685,3
1771.92622,1503.2725,1791.92622,1523.2725,3
1588.62979,1864.2986,1608.62979,1884.2986,3
1494.86158,1735.06504,1514.86158,1755.06504,3
1920.74504,1750.57462,1940.74504,1770.57462,3
1854.86316,1883.41019,1874.86316,1903.41019,3
1547.86954,1626.62243,1567.86954,1646.62243,3
1540.51642,1827.4923,1560.51642,1847.4923,3
1886.46282,1498.98251,1906.46282,1518.98251,3
1501.5059,1567.40222,1521.5059,1587.40222,3
1883.24175,1949.85214,1903.24175,1969.85214,3
1691.81386,1811.73645,1711.81386,1831.73645,3
1511.77983,1666.23451,1531.77983,1686.23451,3
1562.63445,1869.36538,1582.63445,1889.36538,3
1679.0028,1850.32786,1699.0028,1870.32786,3
1705.08469,1846.92159,1725.08469,1866.92159,3
1897.65572,1832.77911,1917.65572,1852.77911,3
1656.47938,1608.62367,1676.47938,1628.62367,3
1627.64012,1536.79246,1647.64012,1556.79246,3
1594.55645,1754.93144,1614.55645,1774.93144,3
1504.65297,1863.28415,1524.65297,1883.28415,3
1931.22735,1750.31294,1951.22735,1770.31294,3
1622.52695,1692.71754,1642.52695,1712.71754,3
1895.53263,1905.31648,1915.53263,1925.31648,3
1575.60419,1512.83813,1595.60419,1532.83813,3
1741.6459,1836.66626,1761.6459,1856.66626,3
1701.39754,1821.75765,1721.39754,1841.75765,3
1544.65498,1833.58898,1564.65498,1853.58898,3
1519.17027,1972.46155,1539.17027,1992.46155,3
1569.28602,1495.62418,1589.28602,1515.62418,3
1548.21494,1842.79165,1568.21494,1862.79165,3
1631.82219,1880.69037,1651.82219,1900.69037,3
1904.03113,1785.90544,1924.03113,1805.90544,3
1712.8501,1761.12493,1732.8501,1781.12493,3
1590.05805,1889.23704,1610.05805,1909.23704,3
1946.58448,1854.03217,1966.58448,1874.03217,3
1600.0394,1694.27026,1620.0394,1714.27026,3
1870.90565,1976.16906,1890.90565,1996.16906,3
1696.84121,1706.73584,1716.84121,1726.73584,3
1533.35027,1749.74086,1553.35027,1769.74086,3
1907.97389,1865.20543,1927.97389,1885.20543,3
1810.16258,1728.15785,1830.16258,1748.15785,3
1917.78229,1978.24015,1937.78229,1998.24015,3
1954.39881,1749.30253,1974.39881,1769.30253,3
1507.43783,1948.22791,1527.43783,1968.22791,3
1906.16963,1550.80277,1926.16963,1570.80277,3
1490.04238,1556.57972,1510.04238,1576.57972,3
1539.40325,1677.23818,1559.40325,1697.23818,3
1830.7331,1877.63242,1850.7331,1897.63242,3
1880.02319,1751.96853,1900.02319,1771.96853,3
1819.82475,1745.61034,1839.82475,1765.61034,3
1578.81103,1569.22098,1598.81103,1589.22098,3
1883.1424,1943.9624,1903.1424,1963.9624,3
1710.10585,1612.53531,1730.10585,1632.53531,3
1919.27209,1760.89941,1939.27209,1780.89941,3
1576.505,1835.58706,1596.505,1855.58706,3
1718.44398,1885.41794,1738.44398,1905.41794,3
1728.21258,1979.1627,1748.21258,1999.1627,3
1764.96475,1800.73178,1784.96475,1820.73178,3
1542.44839,1723.19966,1562.44839,1743.19966,3
1510.60068,1687.51531,1530.60068,1707.51531,3
1666.10582,1505.96708,1686.10582,1525.96708,3
1875.81048,1968.55338,1895.81048,1988.55338,3
1974.80485,1601.08431,1994.80485,1621.08431,3
1807.34854,1851.6338,1827.34854,1871.6338,3
1772.813,1609.81336,1792.813,1629.81336,3
1899.94994,1528.47299,1919.94994,1548.47299,3
1971.50215,1901.8483,1991.50215,1921.8483,3
1904.43784,1543.41511,1924.43784,1563.41511,3
1576.80193,1977.70528,1596.80193,1997.70528,3
1661.38643,1552.90168,1681.38643,1572.90168,3
1972.99333,1771.16856,1992.99333,1791.16856,3
1810.39145,1499.58493,1830.39145,1519.58493,3
1853.10151,1573.54116,1873.10151,1593.54116,3
1714.6874,1825.4891,1734.6874,1845.4891,3
1936.19557,1523.55017,1956.19557,1543.55017,3
1929.5336,1810.24754,1949.5336,1830.24754,3
1771.81991,1891.97041,1791.81991,1911.97041,3
1533.5057,1954.22803,1553.5057,1974.22803,3
1869.21186,1628.88913,1889.21186,1648.88913,3
1545.17438,1495.80474,1565.17438,1515.80474,3
1634.80536,1707.06784,1654.80536,1727.06784,3
1852.62993,1934.73731,1872.62993,1954.73731,3
1666.36465,1937.50018,1686.36465,1957.50018,3
1753.58991,1834.45563,1773.58991,1854.45563,3
1701.47661,1886.45711,1721.47661,1906.45711,3
1700.12191,1705.00656,1720.12191,1725.00656,3
1820.29496,1960.341,1840.29496,1980.341,3
1769.71002,1700.21904,1789.71002,1720.21904,3
1869.46941,1494.35412,1889.46941,1514.35412,3
1597.56075,1754.82479,1617.56075,1774.82479,3
1623.84795,1832.99277,1643.84795,1852.99277,3
1965.7763,1693.95748,1985.7763,1713.95748,3
1638.00114,1667.75351,1658.00114,1687.75351,3
1933.95723,1960.79926,1953.95723,1980.79926,3
1815.48623,1512.93941,1835.48623,1532.93941,3
1531.06069,1805.24745,1551.06069,1825.24745,3
1686.70192,1966.96153,1706.70192,1986.96153,3
1800.00419,1894.01758,1820.00419,1914.01758,3
1856.09209,1780.98395,1876.09209,1800.98395,3
1813.08704,1678.34071,1833.08704,1698.34071,3
1837.71845,1958.63941,1857.71845,1978.63941,3
1825.90147,1909.86324,1845.90147,1929.86324,3
1723.60051,1952.37094,1743.60051,1972.37094,3
1976.04429,1857.90802,1996.04429,1877.90802,3
1687.56743,1631.56873,1707.56743,1651.56873,3
1834.56054,1850.01992,1854.56054,1870.01992,3
1497.35934,1712.74618,1517.35934,1732.74618,3
1667.16128,1682.55266,1687.16128,1702.55266,3
1625.9749,1747.30756,1645.9749,1767.30756,3
1500.20631,1552.0188,1520.20631,1572.0188,3
1523.6863,1544.40901,1543.6863,1564.40901,3
1623.89264,1580.52911,1643.89264,1600.52911,3
1857.14823,1601.43205,1877.14823,1621.43205,3
1803.46836,1864.07244,1823.46836,1884.07244,3
1798.97445,1807.25846,1818.97445,1827.25846,3
1791.10266,1687.30513,1811.10266,1707.30513,3
1810.63763,1589.39582,1830.63763,1609.39582,3
1580.56537,1495.46164,1600.56537,1515.46164,3
1902.70087,1928.73436,1922.70087,1948.73436,3
1916.33784,1968.11173,1936.33784,1988.11173,3
1961.07621,1580.08019,1981.07621,1600.08019,3
1952.50929,1913.93372,1972.50929,1933.93372,3
1797.81562,1911.35172,1817.81562,1931.35172,3
1518.41277,1703.07459,1538.41277,1723.07459,3
1966.03061,1730.14003,1986.03061,1750.14003,3
1663.45424,1645.96875,1683.45424,1665.96875,3
1833.30026,1847.08763,1853.30026,1867.08763,3
1898.40426,1856.83912,1918.40426,1876.83912,3
1708.55601,1756.58205,1728.55601,1776.58205,3
1851.97168,1929.00167,1871.97168,1949.00167,3
1630.46667,1514.60593,1650.46667,1534.60593,3
1968.20763,1873.09493,1988.20763,1893.09493,3
1586.8867,1586.87614,1606.8867,1606.87614,3
1744.27947,1761.55788,1764.27947,1781.55788,3
1642.38542,1813.44322,1662.38542,1833.44322,3
1524.53673,1769.58819,1544.53673,1789.58819,3
1693.55564,1972.95397,1713.55564,1992.95397,3
1836.44963,1831.41835,1856.44963,1851.41835,3
1696.40761,1535.19441,1716.40761,1555.19441,3
1541.58363,1932.9926,1561.58363,1952.9926,3
1584.30788,1585.07084,1604.30788,1605.07084,3
1766.39594,1513.05791,1786.39594,1533.05791,3
1637.18416,1631.35851,1657.18416,1651.35851,3
1769.59332,1582.40361,1789.59332,1602.40361,3
1890.39331,1757.73976,1910.39331,1777.73976,3
1645.50176,1629.05244,1665.50176,1649.05244,3
1548.14237,1721.34176,1568.14237,1741.34176,3
1590.57036,1830.92749,1610.57036,1850.92749,3
1794.66303,1947.11066,1814.66303,1967.11066,3
1609.56112,1962.86773,1629.56112,1982.86773,3
1787.83038,1628.84833,1807.83038,1648.84833,3
1563.19673,1579.89835,1583.19673,1599.89835,3
1968.13433,1849.24322,1988.13433,1869.24322,3
1795.53499,1969.54002,1815.53499,1989.54002,3
1521.87735,1658.35034,1541.87735,1678.35034,3
1505.40109,1562.81523,1525.40109,1582.81523,3
1794.46509,1869.44457,1814.46509,1889.44457,3
1917.83011,1576.00068,1937.83011,1596.00068,3
1914.26858,1956.15995,1934.26858,1976.15995,3
1514.73053,1865.12216,1534.73053,1885.12216,3
1825.54321,1506.95191,1845.54321,1526.95191,3
1903.81384,1760.45639,1923.81384,1780.45639,3
1705.44488,1938.75496,1725.44488,1958.75496,3
1792.50547,1493.17612,1812.50547,1513.17612,3
1626.57081,1609.82081,1646.57081,1629.82081,3
1790.01791,1747.59105,1810.01791,1767.59105,3
1628.53656,1653.73144,1648.53656,1673.73144,3
1552.25922,1841.41168,1572.25922,1861.41168,3
1913.30262,1588.65438,1933.30262,1608.65438,3
1968.36988,1493.64115,1988.36988,1513.64115,3
1910.87124,1494.82165,1930.87124,1514.82165,3
1545.8221,1518.58319,1565.8221,1538.58319,3
1535.14525,1634.75036,1555.14525,1654.75036,3
1593.37195,1587.55592,1613.37195,1607.55592,3
1897.6052,1637.9117,1917.6052,1657.9117,3
1828.28218,1712.26685,1848.28218,1732.26685,3
1567.00985,1591.77421,1587.00985,1611.77421,3
1914.31078,1784.74112,1934.31078,1804.74112,3
1542.54498,1590.96239,1562.54498,1610.96239,3
1757.32715,1933.93538,1777.32715,1953.93538,3
1781.41953,1952.7021,1801.41953,1972.7021,3
1763.15105,1616.21288,1783.15105,1636.21288,3
1709.62231,1638.19659,1729.62231,1658.19659,3
1639.89366,1974.0584,1659.89366,1994.0584,3
1618.98047,1889.63394,1638.98047,1909.63394,3
1694.70519,1689.61549,1714.70519,1709.61549,3
1929.19445,1744.39448,1949.19445,1764.39448,3
1934.01641,1760.06379,1954.01641,1780.06379,3
1513.65366,1698.08159,1533.65366,1718.08159,3
1775.57411,1910.30842,1795.57411,1930.30842,3
1668.44683,1830.25797,1688.44683,1850.25797,3
1690.84449,1859.92223,1710.84449,1879.92223,3
1928.10158,1759.52841,1948.10158,1779.52841,3
1684.85971,1603.64633,1704.85971,1623.64633,3
1861.35268,1537.63153,1881.35268,1557.63153,3
1589.412,1560.56047,1609.412,1580.56047,3
1764.43332,1632.44472,1784.43332,1652.44472,3
1780.3905,1622.82497,1800.3905,1642.82497,3
1698.13866,1929.31268,1718.13866,1949.31268,3
1973.90785,1582.7299,1993.90785,1602.7299,3
1765.84078,1704.83466,1785.84078,1724.83466,3
1826.71899,1802.43655,1846.71899,1822.43655,3
1743.33207,1609.95415,1763.33207,1629.95415,3
1821.36595,1758.83695,1841.36595,1778.83695,3
1758.51593,1845.16176,1778.51593,1865.16176,3
1682.70405,1886.83589,1702.70405,1906.83589,3
1588.54439,1835.38463,1608.54439,1855.38463,3
1975.36665,1499.37443,1995.36665,1519.37443,3
1707.34176,1979.42647,1727.34176,1999.42647,3
1908.18112,1761.34593,1928.18112,1781.34593,3
1845.19694,1892.86702,1865.19694,1912.86702,3
1741.75436,1787.35469,1761.75436,1807.35469,3
1969.38668,1529.25065,1989.38668,1549.25065,3
1807.98003,1677.65373,1827.98003,1697.65373,3
1801.93729,1614.01235,1821.93729,1634.01235,3
1598.28538,1949.34679,1618.28538,1969.34679,3
1762.51845,1967.76478,1782.51845,1987.76478,3
1919.32047,1596.24075,1939.32047,1616.24075,3
1703.65191,1738.97459,1723.65191,1758.97459,3
1692.1539,1930.75905,1712.1539,1950.75905,3
1804.78135,1530.9905,1824.78135,1550.9905,3
1537.67781,1535.11088,1557.67781,1555.11088,3
1522.61262,1874.36413,1542.61262,1894.36413,3
1780.99255,1657.15422,1800.99255,1677.15422,3
1675.7215,1518.25449,1695.7215,1538.25449,3
1914.48935,1894.66971,1934.48935,1914.66971,3
1820.2508,1844.86355,1840.2508,1864.86355,3
1848.75316,1612.88958,1868.75316,1632.88958,3
1899.81833,1651.99088,1919.81833,1671.99088,3
1850.3822,1958.20488,1870.3822,1978.20488,3
1532.6105,1823.12739,1552.6105,1843.12739,3
1681.69596,1546.01919,1701.69596,1566.01919,3
1885.35453,1978.9512,1905.35453,1998.9512,3
1710.60199,1806.48316,1730.60199,1826.48316,3
1914.24635,1918.01756,1934.24635,1938.01756,3
1972.692,1721.55216,1992.692,1741.55216,3
1511.47257,1825.09538,1531.47257,1845.09538,3
