"point1x","point1y","point2x","point2y","Classification"
1527.97961,1137.22419,1547.97961,1157.22419,7
1800.29317,1352.00304,1820.29317,1372.00304,7
1722.27953,1340.43467,1742.27953,1360.43467,7
1846.12047,1237.70438,1866.12047,1257.70438,7
1937.93599,1449.4865,1957.93599,1469.4865,7
1924.05251,1138.4213,1944.05251,1158.4213,7
1970.79777,1117.65402,1990.79777,1137.65402,7
1567.90294,1313.68405,1587.90294,1333.68405,7
1621.22128,1426.45818,1641.22128,1446.45818,7
1679.70009,1237.95012,1699.70009,1257.95012,7
1573.37659,1068.56763,1593.37659,1088.56763,7
1501.69855,1433.54132,1521.69855,1453.54132,7
1508.95578,1220.08516,1528.95578,1240.08516,7
1746.34764,1403.35377,1766.34764,1423.35377,7
1711.06967,1191.95705,1731.06967,1211.95705,7
1859.20164,1047.14238,1879.20164,1067.14238,7
1713.10192,1147.91969,1733.10192,1167.91969,7
1840.50429,1193.39729,1860.50429,1213.39729,7
1741.46149,1021.49742,1761.46149,1041.49742,7
1687.20056,1362.50642,1707.20056,1382.50642,7
1804.4702,1230.87789,1824.4702,1250.87789,7
1632.20538,1096.85032,1652.20538,1116.85032,7
1768.94855,1169.63096,1788.94855,1189.63096,7
1801.47811,1402.97918,1821.47811,1422.97918,7
1496.05459,1290.05252,1516.05459,1310.05252,7
1559.4905,1393.40442,1579.4905,1413.40442,7
1519.21299,1285.4051,1539.21299,1305.4051,7
1520.4291,1257.01694,1540.4291,1277.01694,7
1760.67773,1253.41017,1780.67773,1273.41017,7
1733.7366,1117.30689,1753.7366,1137.30689,7
1827.6915,1310.11154,1847.6915,1330.11154,7
1851.60375,1466.85642,1871.60375,1486.85642,7
1525.87113,1029.31789,1545.87113,1049.31789,7
1753.53855,1100.43469,1773.53855,1120.43469,7
1535.86864,1336.45944,1555.86864,1356.45944,7
1555.62243,1002.62372,1575.62243,1022.62372,7
1744.10535,1163.77528,1764.10535,1183.77528,7
1521.50344,1461.61863,1541.50344,1481.61863,7
1683.53657,1400.48953,1703.53657,1420.48953,7
1576.96632,1163.44978,1596.96632,1183.44978,7
1879.00659,1144.07199,1899.00659,1164.07199,7
1664.59579,1041.98791,1684.59579,1061.98791,7
1752.6393,1406.51839,1772.6393,1426.51839,7
1605.38603,1076.46579,1625.38603,1096.46579,7
1975.10197,1256.84892,1995.10197,1276.84892,7
1861.66762,1481.87167,1881.66762,1501.87167,7
1494.76026,1143.18247,1514.76026,1163.18247,7
1803.59312,1280.23223,1823.59312,1300.23223,7
1938.94834,1060.13685,1958.94834,1080.13685,7
1810.70293,1155.7977,1830.70293,1175.7977,7
1546.61664,1027.84644,1566.61664,1047.84644,7
1885.33333,1137.79465,1905.33333,1157.79465,7
1538.59716,1153.16002,1558.59716,1173.16002,7
1940.27689,1355.02937,1960.27689,1375.02937,7
1590.05273,1212.93907,1610.05273,1232.93907,7
1839.76894,1355.94085,1859.76894,1375.94085,7
1893.43502,1188.3042,1913.43502,1208.3042,7
1651.9702,1069.62443,1671.9702,1089.62443,7
1700.81227,1300.98037,1720.81227,1320.98037,7
1753.19229,1025.4715,1773.19229,1045.4715,7
1864.26979,1288.99815,1884.26979,1308.99815,7
1727.69968,1261.8987,1747.69968,1281.8987,7
1688.07906,1369.21053,1708.07906,1389.21053,7
1532.97702,1079.49925,1552.97702,1099.49925,7
1608.27593,1458.66968,1628.27593,1478.66968,7
1500.94241,1004.11066,1520.94241,1024.11066,7
1581.40992,1190.76452,1601.40992,1210.76452,7
1628.1652,1230.45468,1648.1652,1250.45468,7
1775.88185,1429.55663,1795.88185,1449.55663,7
1799.67828,1156.64787,1819.67828,1176.64787,7
1728.54523,1163.86671,1748.54523,1183.86671,7
1830.4128,1198.56756,1850.4128,1218.56756,7
1650.95332,1366.06523,1670.95332,1386.06523,7
1501.73951,1144.15486,1521.73951,1164.15486,7
1859.03913,1071.19414,1879.03913,1091.19414,7
1642.25159,1432.55336,1662.25159,1452.55336,7
1923.62202,1442.10603,1943.62202,1462.10603,7
1965.53342,1112.34042,1985.53342,1132.34042,7
1499.73926,1159.87466,1519.73926,1179.87466,7
1904.24596,1331.55912,1924.24596,1351.55912,7
1746.92128,1045.55114,1766.92128,1065.55114,7
1887.74761,1062.57048,1907.74761,1082.57048,7
1598.38382,1480.59882,1618.38382,1500.59882,7
1570.27578,1111.72719,1590.27578,1131.72719,7
1823.99079,1119.0445,1843.99079,1139.0445,7
1811.71561,1180.5947,1831.71561,1200.5947,7
1748.8347,1005.37393,1768.8347,1025.37393,7
