"point1x","point1y","point2x","point2y","Classification"
1827.53827,805.77962,1847.53827,825.77962,11
1645.72597,867.79762,1665.72597,887.79762,11
1625.01288,492.79605,1645.01288,512.79605,11
1713.50505,758.19945,1733.50505,778.19945,11
1920.54614,625.33053,1940.54614,645.33053,11
1860.05669,864.85413,1880.05669,884.85413,11
1887.12789,491.37035,1907.12789,511.37035,11
1926.93983,764.45373,1946.93983,784.45373,11
1763.05639,952.67374,1783.05639,972.67374,11
1929.90581,945.4025,1949.90581,965.4025,11
1561.37382,510.98655,1581.37382,530.98655,11
1927.08738,861.29051,1947.08738,881.29051,11
1753.65755,546.23731,1773.65755,566.23731,11
1618.19444,715.61056,1638.19444,735.61056,11
1941.32762,969.60768,1961.32762,989.60768,11
1858.39172,818.70458,1878.39172,838.70458,11
1513.02979,893.21552,1533.02979,913.21552,11
1796.96754,627.46758,1816.96754,647.46758,11
1878.19012,584.48134,1898.19012,604.48134,11
1935.11718,895.06806,1955.11718,915.06806,11
1589.54472,840.09172,1609.54472,860.09172,11
1693.47336,755.23766,1713.47336,775.23766,11
1779.8114,888.0683,1799.8114,908.0683,11
1776.23913,812.58022,1796.23913,832.58022,11
1543.81683,686.47057,1563.81683,706.47057,11
1860.69423,623.07681,1880.69423,643.07681,11
1765.58565,883.6158,1785.58565,903.6158,11
1716.76873,584.88575,1736.76873,604.88575,11
1535.62248,517.33365,1555.62248,537.33365,11
1968.63712,922.92072,1988.63712,942.92072,11
1958.69565,746.18963,1978.69565,766.18963,11
1975.82243,678.81989,1995.82243,698.81989,11
1565.09309,602.61161,1585.09309,622.61161,11
1814.15371,986.1267,1834.15371,1006.1267,11
1765.22756,835.6607,1785.22756,855.6607,11
1667.18749,971.87734,1687.18749,991.87734,11
1934.28236,847.31797,1954.28236,867.31797,11
1610.5462,691.57115,1630.5462,711.57115,11
1849.3067,858.4043,1869.3067,878.4043,11
1881.4337,615.32184,1901.4337,635.32184,11
1584.10119,973.9835,1604.10119,993.9835,11
1605.01613,507.38996,1625.01613,527.38996,11
1668.95963,612.32038,1688.95963,632.32038,11
1941.97012,586.06486,1961.97012,606.06486,11
1837.79949,530.47837,1857.79949,550.47837,11
1682.98033,521.80196,1702.98033,541.80196,11
1820.0849,756.59848,1840.0849,776.59848,11
1834.41316,846.72283,1854.41316,866.72283,11
1823.32029,800.6273,1843.32029,820.6273,11
1499.37338,683.90724,1519.37338,703.90724,11
1620.44866,947.54924,1640.44866,967.54924,11
1713.91533,627.17192,1733.91533,647.17192,11
1873.86559,604.51638,1893.86559,624.51638,11
1603.40941,598.04908,1623.40941,618.04908,11
1588.23426,563.21686,1608.23426,583.21686,11
1538.44642,902.28589,1558.44642,922.28589,11
1799.72202,649.91299,1819.72202,669.91299,11
1818.5442,978.4487,1838.5442,998.4487,11
1671.1876,724.72872,1691.1876,744.72872,11
1492.84975,929.83684,1512.84975,949.83684,11
1776.13862,637.33667,1796.13862,657.33667,11
1529.77229,572.22897,1549.77229,592.22897,11
1680.36667,658.15019,1700.36667,678.15019,11
1617.13201,808.62854,1637.13201,828.62854,11
1859.62475,830.92256,1879.62475,850.92256,11
1792.22789,566.0198,1812.22789,586.0198,11
1575.68444,841.71424,1595.68444,861.71424,11
1883.06521,892.14134,1903.06521,912.14134,11
1933.19649,532.37034,1953.19649,552.37034,11
1832.8617,921.11633,1852.8617,941.11633,11
1679.80865,850.34465,1699.80865,870.34465,11
1817.47392,498.78261,1837.47392,518.78261,11
1735.49743,637.00486,1755.49743,657.00486,11
1761.46629,941.26357,1781.46629,961.26357,11
1825.22643,660.51988,1845.22643,680.51988,11
1966.20285,650.82715,1986.20285,670.82715,11
1941.32692,525.91622,1961.32692,545.91622,11
1502.20567,879.83142,1522.20567,899.83142,11
1974.57074,686.5363,1994.57074,706.5363,11
1535.93275,580.77165,1555.93275,600.77165,11
1860.61087,787.42076,1880.61087,807.42076,11
1704.38807,764.74734,1724.38807,784.74734,11
1770.32011,563.07824,1790.32011,583.07824,11
1641.56382,871.44521,1661.56382,891.44521,11
1935.49181,605.19187,1955.49181,625.19187,11
1678.47899,833.42833,1698.47899,853.42833,11
1891.54164,692.99044,1911.54164,712.99044,11
1625.71478,928.9444,1645.71478,948.9444,11
1517.98298,797.58021,1537.98298,817.58021,11
1561.78606,785.30031,1581.78606,805.30031,11
1949.2052,677.36905,1969.2052,697.36905,11
1614.32702,586.09608,1634.32702,606.09608,11
1678.77797,640.57104,1698.77797,660.57104,11
1513.1147,925.2165,1533.1147,945.2165,11
1772.12982,737.26531,1792.12982,757.26531,11
1743.09503,938.53066,1763.09503,958.53066,11
1539.16499,796.75559,1559.16499,816.75559,11
1965.35653,960.96312,1985.35653,980.96312,11
1715.21079,987.92882,1735.21079,1007.92882,11
1598.78144,753.55932,1618.78144,773.55932,11
1630.09483,718.46255,1650.09483,738.46255,11
1971.21688,492.55154,1991.21688,512.55154,11
1661.70856,979.26505,1681.70856,999.26505,11
1821.53756,520.10175,1841.53756,540.10175,11
1797.19646,542.71176,1817.19646,562.71176,11
1793.6294,696.87818,1813.6294,716.87818,11
1832.71549,627.95791,1852.71549,647.95791,11
1633.77293,699.10733,1653.77293,719.10733,11
1599.87167,808.42457,1619.87167,828.42457,11
1863.40888,947.40784,1883.40888,967.40784,11
1713.43623,754.52361,1733.43623,774.52361,11
1705.82705,947.67018,1725.82705,967.67018,11
1943.49252,844.86753,1963.49252,864.86753,11
1770.44135,987.55319,1790.44135,1007.55319,11
1578.9342,900.58104,1598.9342,920.58104,11
1651.78161,812.45207,1671.78161,832.45207,11
1941.13693,666.30741,1961.13693,686.30741,11
1758.87745,711.73656,1778.87745,731.73656,11
1550.66402,822.47805,1570.66402,842.47805,11
1904.05439,852.48523,1924.05439,872.48523,11
1867.21849,493.90081,1887.21849,513.90081,11
1692.31889,715.11622,1712.31889,735.11622,11
1664.61666,578.735,1684.61666,598.735,11
1964.31899,562.63398,1984.31899,582.63398,11
1679.08227,508.12497,1699.08227,528.12497,11
1972.133,764.4515,1992.133,784.4515,11
1948.24492,824.21893,1968.24492,844.21893,11
1906.48655,911.8608,1926.48655,931.8608,11
1683.32539,686.1881,1703.32539,706.1881,11
1503.99777,675.54901,1523.99777,695.54901,11
1817.79293,722.0439,1837.79293,742.0439,11
