"point1x","point1y","point2x","point2y","Classification"
267.05279,594.91403,287.05279,614.91403,8
296.40205,665.69093,316.40205,685.69093,8
462.12676,985.55696,482.12676,1005.55696,8
101.77304,762.72222,121.77304,782.72222,8
371.12521,569.63577,391.12521,589.63577,8
404.77574,502.18047,424.77574,522.18047,8
447.58492,660.28676,467.58492,680.28676,8
101.87656,979.66843,121.87656,999.66843,8
205.2401,930.16084,225.2401,950.16084,8
284.30293,799.14367,304.30293,819.14367,8
248.45775,807.00617,268.45775,827.00617,8
326.61193,803.03635,346.61193,823.03635,8
158.79466,892.0034,178.79466,912.0034,8
126.38682,869.69744,146.38682,889.69744,8
28.66654,569.99513,48.66654,589.99513,8
25.89988,547.49777,45.89988,567.49777,8
107.31227,522.10876,127.31227,542.10876,8
80.66595,506.79959,100.66595,526.79959,8
288.19002,630.85675,308.19002,650.85675,8
94.83689,848.36817,114.83689,868.36817,8
65.12362,614.06336,85.12362,634.06336,8
140.61522,862.93899,160.61522,882.93899,8
413.54897,557.32671,433.54897,577.32671,8
13.63596,926.74412,33.63596,946.74412,8
62.66588,961.62399,82.66588,981.62399,8
291.4623,638.09845,311.4623,658.09845,8
473.97278,761.97854,493.97278,781.97854,8
293.47138,970.12573,313.47138,990.12573,8
425.25616,516.27146,445.25616,536.27146,8
325.06777,869.72339,345.06777,889.72339,8
309.91206,919.35711,329.91206,939.35711,8
383.55058,576.56757,403.55058,596.56757,8
413.12157,974.41188,433.12157,994.41188,8
63.48762,729.36641,83.48762,749.36641,8
197.77672,944.80892,217.77672,964.80892,8
430.87231,988.58975,450.87231,1008.58975,8
0.4855,695.88225,20.4855,715.88225,8
344.76497,728.38746,364.76497,748.38746,8
124.13317,721.22577,144.13317,741.22577,8
299.21393,674.4904,319.21393,694.4904,8
395.7738,665.70752,415.7738,685.70752,8
436.56805,660.84719,456.56805,680.84719,8
442.41866,927.7868,462.41866,947.7868,8
309.35133,678.62673,329.35133,698.62673,8
293.1562,579.77513,313.1562,599.77513,8
348.5338,490.56615,368.5338,510.56615,8
