"point1x","point1y","point2x","point2y","Classification"
1020.26429,481.62211,1040.26429,501.62211,14
1475.20269,62.19633,1495.20269,82.19633,14
1474.40383,459.52357,1494.40383,479.52357,14
1150.53602,318.00255,1170.53602,338.00255,14
1027.03346,218.83067,1047.03346,238.83067,14
1329.34617,322.14687,1349.34617,342.14687,14
1083.57097,474.30344,1103.57097,494.30344,14
1370.70824,243.31212,1390.70824,263.31212,14
1021.9841,75.65127,1041.9841,95.65127,14
992.59021,373.16738,1012.59021,393.16738,14
1261.52027,174.70753,1281.52027,194.70753,14
1269.41011,269.15269,1289.41011,289.15269,14
1366.28365,460.50219,1386.28365,480.50219,14
1432.83177,94.29453,1452.83177,114.29453,14
1049.06115,196.15228,1069.06115,216.15228,14
1353.45923,236.2155,1373.45923,256.2155,14
1092.90112,424.69539,1112.90112,444.69539,14
1271.1651,207.61571,1291.1651,227.61571,14
1113.46942,480.17971,1133.46942,500.17971,14
1371.60391,70.92293,1391.60391,90.92293,14
1119.36323,314.71194,1139.36323,334.71194,14
1268.7597,28.01686,1288.7597,48.01686,14
1365.02063,262.51296,1385.02063,282.51296,14
1367.22837,420.6853,1387.22837,440.6853,14
1464.07307,216.38975,1484.07307,236.38975,14
1044.44149,327.38157,1064.44149,347.38157,14
1203.55815,443.19232,1223.55815,463.19232,14
1020.61662,392.18275,1040.61662,412.18275,14
1392.03948,7.15794,1412.03948,27.15794,14
1218.80947,279.48556,1238.80947,299.48556,14
1317.89356,283.95186,1337.89356,303.95186,14
1228.17222,359.53023,1248.17222,379.53023,14
1145.50985,399.78382,1165.50985,419.78382,14
1333.05431,488.08588,1353.05431,508.08588,14
1374.66984,47.00275,1394.66984,67.00275,14
1309.45374,460.25867,1329.45374,480.25867,14
1124.81169,72.92404,1144.81169,92.92404,14
1476.37634,126.0298,1496.37634,146.0298,14
1261.03614,47.2676,1281.03614,67.2676,14
1057.54061,81.77868,1077.54061,101.77868,14
1348.06805,370.04806,1368.06805,390.04806,14
1078.80703,98.31123,1098.80703,118.31123,14
1394.07072,76.26572,1414.07072,96.26572,14
1354.51122,19.71441,1374.51122,39.71441,14
1428.37538,408.34236,1448.37538,428.34236,14
1151.19908,285.88619,1171.19908,305.88619,14
1020.57818,232.90075,1040.57818,252.90075,14
1341.53477,315.53512,1361.53477,335.53512,14
1139.88223,250.48367,1159.88223,270.48367,14
1395.24444,337.34443,1415.24444,357.34443,14
1259.19426,45.58038,1279.19426,65.58038,14
1218.93239,100.72541,1238.93239,120.72541,14
1369.98933,235.9117,1389.98933,255.9117,14
1367.15991,145.89693,1387.15991,165.89693,14
1472.12845,356.37966,1492.12845,376.37966,14
1196.61365,56.78277,1216.61365,76.78277,14
1439.74595,12.21906,1459.74595,32.21906,14
1231.31035,250.05797,1251.31035,270.05797,14
1239.25145,475.90885,1259.25145,495.90885,14
1421.1826,201.11498,1441.1826,221.11498,14
1210.90255,487.676,1230.90255,507.676,14
1362.11304,132.17195,1382.11304,152.17195,14
1055.26416,186.30363,1075.26416,206.30363,14
1096.63071,209.49457,1116.63071,229.49457,14
1480.44564,226.28887,1500.44564,246.28887,14
1034.63408,309.04727,1054.63408,329.04727,14
998.21963,213.26786,1018.21963,233.26786,14
1486.80438,92.01331,1506.80438,112.01331,14
1074.36123,214.29452,1094.36123,234.29452,14
