1067.26632 1738.37138 1087.26632 1758.37138 2 1
1874.56475 1453.18708 1894.56475 1473.18708 2 2
1355.13636 1369.84433 1375.13636 1389.84433 2 3
1210.99570 1793.02732 1230.99570 1813.02732 2 4
23.91444 714.95866 43.91444 734.95866 0 5
279.84059 906.68971 299.84059 926.68971 0 6
624.62735 95.63730 644.62735 115.63730 0 7
1012.82587 315.03916 1032.82587 335.03916 1 8
327.60399 1449.01488 347.60399 1469.01488 3 9
650.87694 504.81177 670.87694 524.81177 0 10
1280.34523 855.66494 1300.34523 875.66494 1 11
1762.75462 334.01200 1782.75462 354.01200 1 12
1458.43349 325.49953 1478.43349 345.49953 1 13
608.12708 1496.13741 628.12708 1516.13741 3 14
1274.85813 1039.67808 1294.85813 1059.67808 2 15
1623.18052 362.12445 1643.18052 382.12445 1 16
798.04946 1517.74527 818.04946 1537.74527 3 17
1815.31153 173.18582 1835.31153 193.18582 1 18
907.58960 1046.30722 927.58960 1066.30722 3 19
1966.21315 931.50405 1986.21315 951.50405 1 20
1761.26588 266.05374 1781.26588 286.05374 1 21
1838.19376 405.89323 1858.19376 425.89323 1 22
361.69103 871.01963 381.69103 891.01963 0 23
720.93239 689.29502 740.93239 709.29502 0 24
340.03451 1371.80933 360.03451 1391.80933 3 25
1194.10679 1620.37974 1214.10679 1640.37974 2 26
247.47427 976.86140 267.47427 996.86140 0 27
1954.39174 1705.90776 1974.39174 1725.90776 2 28
1302.36093 582.51882 1322.36093 602.51882 1 29
1222.04517 597.21906 1242.04517 617.21906 1 30
1622.19690 865.22569 1642.19690 885.22569 1 31
959.34351 440.24636 979.34351 460.24636 0 32
402.97096 794.65504 422.97096 814.65504 0 33
613.43218 1310.56057 633.43218 1330.56057 3 34
1840.96226 599.64533 1860.96226 619.64533 1 35
262.06461 1622.22814 282.06461 1642.22814 3 36
865.69906 120.25837 885.69906 140.25837 0 37
48.12137 1227.39009 68.12137 1247.39009 3 38
991.27800 769.05376 1011.27800 789.05376 1 39
1916.68511 1331.31251 1936.68511 1351.31251 2 40
160.86309 1130.79190 180.86309 1150.79190 3 41
971.69225 408.33736 991.69225 428.33736 0 42
